﻿Asset Category,Equip Name ID,Trade,Precon System,Operations System,Title,Drawing Abbreviation,Precon Tag,System Type ID,Sub System Type,Sub System ID,Sub System Class,Class ID,Equipment Size,Unit,Service Maintenance Hrs,Service Life
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Screw,SCW,300,TONS,34,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Screw,SCWMC,300,TONS,38,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Screw,SCW,350,TONS,38,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Screw,SCWMC,350,TONS,40,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Screw,SCW,400,TONS,40,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Screw,SCWMC,400,TONS,44,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Screw,SCW,500,TONS,44,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Screw,SCWMC,500,TONS,48,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Scroll,SCR,20,TONS,14,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Scroll,SCRMC,20,TONS,16,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Scroll,SCR,40,TONS,16,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Scroll,SCRMC,40,TONS,18,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Scroll,SCR,60,TONS,18,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Scroll,SCRMC,60,TONS,22,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Scroll,SCR,80,TONS,20,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Scroll,SCRMC,80,TONS,24,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Scroll,SCR,100,TONS,22,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Scroll,SCRMC,100,TONS,26,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Scroll,SCR,150,TONS,26,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Scroll,SCRMC,150,TONS,30,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Scroll,SCR,200,TONS,30,20
Chiller,CH,PF,Chiller Plant,Chilled Water,Chiller,CH,CH,H,Water Cooled,WTR,Scroll,SCRMC,200,TONS,34,20
Fixture,FIX,PL,Fixtures,Fixtures,Clinical Service Sink,CSS,DMW/WV,P,Domestic Water,DMW,Clinical Service Sink,CSS,0,N/A,0.5,25
Compressor - Refrig.,CMP,REF,Refrigeration Equipment,Refrigeration,Compressor,CMP,Other,R,Air Cooled,AIR,Reciprocating,RCP,5,TONS,3,20
Compressor - Refrig.,CMP,REF,Refrigeration Equipment,Refrigeration,Compressor,CMP,Other,R,Air Cooled,AIR,Reciprocating,RCP,10,TONS,3,20
Compressor - Refrig.,CMP,REF,Refrigeration Equipment,Refrigeration,Compressor,CMP,Other,R,Air Cooled,AIR,Reciprocating,RCP,20,TONS,3,20
Compressor - Refrig.,CMP,REF,Refrigeration Equipment,Refrigeration,Compressor,CMP,Other,R,Air Cooled,AIR,Reciprocating,RCP,50,TONS,4,20
Compressor - Refrig.,CMP,REF,Refrigeration Equipment,Refrigeration,Compressor,CMP,Other,R,Air Cooled,AIR,Reciprocating,RCP,100,TONS,4,20
Compressor - Refrig.,CMP,REF,Refrigeration Equipment,Refrigeration,Compressor,CMP,Other,R,Air Cooled,AIR,Reciprocating,RCP,150,TONS,4,20
Compressor - Refrig.,CMP,REF,Refrigeration Equipment,Refrigeration,Compressor,CMP,Other,R,Air Cooled,AIR,Reciprocating,RCP,200,TONS,4,20
Compressor - Refrig.,CMP,REF,Refrigeration Equipment,Refrigeration,Compressor,CMP,Other,R,Air Cooled,AIR,Reciprocating,RCP,500,TONS,5,20
Compressor - Refrig.,CMP,REF,Refrigeration Equipment,Refrigeration,Compressor,CMP,Other,R,Water Cooled,WTR,Screw,SCW,100,TONS,4,20
Compressor - Refrig.,CMP,REF,Refrigeration Equipment,Refrigeration,Compressor,CMP,Other,R,Water Cooled,WTR,Screw,SCW,200,TONS,4,20
Compressor - Refrig.,CMP,REF,Refrigeration Equipment,Refrigeration,Compressor,CMP,Other,R,Water Cooled,WTR,Screw,SCW,300,TONS,4,20
Compressor - Refrig.,CMP,REF,Refrigeration Equipment,Refrigeration,Compressor,CMP,Other,R,Water Cooled,WTR,Screw,SCW,400,TONS,4,20
Compressor - Refrig.,CMP,REF,Refrigeration Equipment,Refrigeration,Compressor,CMP,Other,R,Water Cooled,WTR,Screw,SCW,500,TONS,5,20
Computer Room Air Conditioning,CRAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Direct Expansion,DX,Condenser,CND,5,TONS,4,15
Computer Room Air Conditioning,CRAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Direct Expansion,DX,Condenser,CND,10,TONS,4,15
Computer Room Air Conditioning,CRAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Direct Expansion,DX,Condenser,CND,20,TONS,4,15
Computer Room Air Conditioning,CRAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Direct Expansion,DX,Evaporator - Ceiling Mounted,ECL,5,TONS,4,15
Computer Room Air Conditioning,CRAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Direct Expansion,DX,Evaporator - Ceiling Mounted,ECL,10,TONS,4,15
Computer Room Air Conditioning,CRAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Direct Expansion,DX,Evaporator - Ceiling Mounted,ECL,20,TONS,4,15
Computer Room Air Conditioning,CRAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Direct Expansion,DX,Evaporator - Floor Mounted,EFL,5,TONS,4,15
Computer Room Air Conditioning,CRAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Direct Expansion,DX,Evaporator - Floor Mounted,EFL,10,TONS,4,15
Computer Room Air Conditioning,CRAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Direct Expansion,DX,Evaporator - Floor Mounted,EFL,20,TONS,4,15
Computer Room Air Conditioning,CRAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Direct Expansion,DX,Pump Package,PMP,5,HP,3,15
Computer Room Air Conditioning,CRAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Water Cooled,WTR,Ceiling Mounted,CLG,5,TONS,8,15
Computer Room Air Conditioning,CRAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Water Cooled,WTR,Ceiling Mounted,CLG,10,TONS,8,15
Computer Room Air Conditioning,CRAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Water Cooled,WTR,Ceiling Mounted,CLG,20,TONS,8,15
Computer Room Air Conditioning,CRAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Water Cooled,WTR,Floor Mounted,FLR,5,TONS,8,15
Computer Room Air Conditioning,CRAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Water Cooled,WTR,Floor Mounted,FLR,10,TONS,8,15
Computer Room Air Conditioning,CRAC,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Water Cooled,WTR,Floor Mounted,FLR,20,TONS,8,15
Accessory,ACC,PF,Steam Boiler Plant,Steam,Condensate Cooler,CLR,Other,H,Cooler,CLR,Condensate,CND,120,GAL,2.5,15
Accessory,ACC,PF,Steam Boiler Plant,Steam,Condensate Cooler,CLR,Other,H,Cooler,CLR,Condensate,CND,250,GAL,2.5,15
Accessory,ACC,PF,Steam Boiler Plant,Steam,Condensate Cooler,CLR,Other,H,Cooler,CLR,Condensate,CND,500,GAL,2.5,15
Accessory,ACC,PF,Steam Boiler Plant,Steam,Condensate Cooler,CLR,Other,H,Cooler,CLR,Condensate,CND,1000,GAL,3,15
Accessory,ACC,PF,Steam Boiler Plant,Steam,Condensate Cooler,CLR,Other,H,Cooler,CLR,Condensate,CND,2000,GAL,3,15
Accessory,ACC,PF,Steam Boiler Plant,Steam,Condensate Lift Station,CLS,Other,H,Condensate Lift Station,CLS,All,,100,GAL,2.5,15
Accessory,ACC,PF,Steam Boiler Plant,Steam,Condensate Lift Station,CLS,Other,H,Condensate Lift Station,CLS,All,,500,GAL,2.5,15
Accessory,ACC,PF,Steam Boiler Plant,Steam,Condensate Lift Station,CLS,Other,H,Condensate Lift Station,CLS,All,,1000,GAL,3,15
Pump,PMP,PF,Steam Boiler Plant,Steam,Condensate Receiver w/Pump,CP,CP,H,Condensate,CND,Duplex,DPX,200,GAL,3,15
Pump,PMP,PF,Steam Boiler Plant,Steam,Condensate Receiver w/Pump,CP,CP,H,Condensate,CND,Duplex,DPX,350,GAL,3,15
Pump,PMP,PF,Steam Boiler Plant,Steam,Condensate Receiver w/Pump,CP,CP,H,Condensate,CND,Duplex,DPX,500,GAL,3,15
Pump,PMP,PF,Steam Boiler Plant,Steam,Condensate Receiver w/Pump,CP,CP,H,Condensate,CND,Simplex,SPX,50,GAL,2.5,15
Pump,PMP,PF,Steam Boiler Plant,Steam,Condensate Receiver w/Pump,CP,CP,H,Condensate,CND,Simplex,SPX,100,GAL,2.5,15
Accessory,ACC,PF,Cooling Tower Plant,Condenser Water,Condenser Water Filtration,CWF,CWF,H,Condenser Water Filtration,CWF,All,,500,GAL,4,15
Accessory,ACC,PF,Cooling Tower Plant,Condenser Water,Condenser Water Filtration,CWF,CWF,H,Condenser Water Filtration,CWF,All,,1000,GAL,4,15
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Air Cooled,AIR,Direct Expansion,DX,2,TONS,3.5,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Air Cooled,AIR,Direct Expansion,DX,5,TONS,3.5,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Air Cooled,AIR,Direct Expansion,DX,10,TONS,4,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Air Cooled,AIR,Direct Expansion,DX,25,TONS,4,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Air Cooled,AIR,Direct Expansion,DX,50,TONS,5,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Air Cooled,AIR,Direct Expansion,DX,100,TONS,6,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Air Cooled,AIR,Direct Expansion,DX,150,TONS,7,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Air Cooled,AIR,Reciprocating,RCP,10,TONS,4,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Air Cooled,AIR,Reciprocating,RCP,25,TONS,4,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Air Cooled,AIR,Reciprocating,RCP,50,TONS,5,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Air Cooled,AIR,Reciprocating,RCP,100,TONS,6,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Air Cooled,AIR,Reciprocating,RCP,150,TONS,7,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Evaporative,EVP,Direct Expansion,DX,10,TONS,4,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Evaporative,EVP,Direct Expansion,DX,25,TONS,4,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Evaporative,EVP,Direct Expansion,DX,50,TONS,5,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Evaporative,EVP,Direct Expansion,DX,100,TONS,6,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Evaporative,EVP,Direct Expansion,DX,150,TONS,6,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Evaporative,EVP,Direct Expansion,DX,250,TONS,7,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Evaporative,EVP,Direct Expansion,DX,500,TONS,8,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Evaporative Fluid Cooler,EFC,Direct Expansion,DX,10,TONS,6,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Evaporative Fluid Cooler,EFC,Direct Expansion,DX,25,TONS,7,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Evaporative Fluid Cooler,EFC,Direct Expansion,DX,50,TONS,8,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Evaporative Fluid Cooler,EFC,Direct Expansion,DX,100,TONS,9,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Evaporative Fluid Cooler,EFC,Direct Expansion,DX,150,TONS,9,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Evaporative Fluid Cooler,EFC,Direct Expansion,DX,250,TONS,10,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Evaporative Fluid Cooler,EFC,Direct Expansion,DX,500,TONS,12,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Water Cooled,WTR,Direct Expansion,DX,10,TONS,6,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Water Cooled,WTR,Direct Expansion,DX,25,TONS,6,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Water Cooled,WTR,Direct Expansion,DX,50,TONS,8,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Water Cooled,WTR,Direct Expansion,DX,100,TONS,8,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Water Cooled,WTR,Direct Expansion,DX,150,TONS,8,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Water Cooled,WTR,Reciprocating,RCP,10,TONS,6,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Water Cooled,WTR,Reciprocating,RCP,25,TONS,6,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Water Cooled,WTR,Reciprocating,RCP,50,TONS,8,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Water Cooled,WTR,Reciprocating,RCP,100,TONS,8,20
Condensing Unit,CU,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Water Cooled,WTR,Reciprocating,RCP,150,TONS,8,20
Condensing Unit - Refrig.,CU,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Air Cooled,AIR,Direct Expansion,DX,1,TONS,3.5,20
Condensing Unit - Refrig.,CU,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Air Cooled,AIR,Direct Expansion,DX,2,TONS,3.5,20
Condensing Unit - Refrig.,CU,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Air Cooled,AIR,Direct Expansion,DX,3,TONS,3.5,20
Condensing Unit - Refrig.,CU,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Air Cooled,AIR,Direct Expansion,DX,4,TONS,3.5,20
Condensing Unit - Refrig.,CU,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Air Cooled,AIR,Direct Expansion,DX,5,TONS,3.5,20
Condensing Unit - Refrig.,CU,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Air Cooled,AIR,Direct Expansion,DX,6,TONS,3.5,20
Condensing Unit - Refrig.,CU,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Air Cooled,AIR,Direct Expansion,DX,8,TONS,4,20
Condensing Unit - Refrig.,CU,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Air Cooled,AIR,Direct Expansion,DX,10,TONS,4,20
Condensing Unit - Refrig.,CU,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Air Cooled,AIR,Direct Expansion,DX,12,TONS,4,20
Condensing Unit - Refrig.,CU,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Air Cooled,AIR,Direct Expansion,DX,14,TONS,4,20
Condensing Unit - Refrig.,CU,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Air Cooled,AIR,Direct Expansion,DX,15,TONS,4,20
